PBT_C34,37.6673986,126.8877518
PBT_D13,37.6998782,126.9010566
PBT_D26,35.2106158,126.8608016
PBT_D33,35.8532292,128.5147373
PBT_D40,35.8163099,128.5442337
PBT_D44,35.8550456,128.5882695
PBT_D70,36.7711814,127.0617795
PBT_D75,36.7877246,127.1555895
PBT_D81,35.1279145,126.9039845
PBT_E16,35.2503874,128.9011775
PBT_E22,36.0500557,129.3666889
PBT_E34,35.9152251,128.825278
PBT_E43,36.6580848,127.4680872
PBT_E45,36.8031652,127.1342472
PBT_E58,37.179892,128.1949079
PBT_E63,35.8106837,127.0883549
PBT_E81,37.2792283,127.9006189
PBT_E85,37.8747367,127.7190234
PBT_F14,36.6440835,127.4924536
PBT_F18,37.2137718,126.9477601
PBT_F24,37.4265763,126.6537985
PBT_F42,37.4555715,126.7172759
PBT_F45,37.5460337,127.1274564
PBT_F49,37.5742981,127.0519039
PBT_F51,33.4559218,126.5620336
PBT_F53,37.5255948,127.1127759
PBT_F78,37.6066572,127.0019421
PBT_F81,37.7471454,128.8556266
PBT_H02,37.4496913,126.6581419
PBT_H20,36.4689627,127.1408071
PBT_H34,37.5285802,127.0454332
PBT_H35,35.240877,128.8766584
PBT_H38,37.4608838,127.1296522
PBT_H40,37.3886827,126.9153742
PBT_H42,37.2591863,126.969303
PBT_H49,37.5580068,126.8208606
PBT_H67,33.4487267,126.4339396
PBT_H68,36.9948593,127.1329552
PBT_H74,35.1057192,126.8950984
PBT_H79,37.4748035,126.7730571
PBT_H81,37.7159044,127.1903717
PBT_H90,35.1807266,128.0940397
PBT_H91,37.5473571,127.0381343
PBT_H93,35.1547976,126.8601477
PBT_H94,35.1530444,128.1010899
PBT_M11,37.3730905,127.1053157
PBT_M12,37.3485104,126.9588122
PBT_M15,37.6782155,126.8067635
PBT_M28,35.8685811,128.5933324
PBT_M29,37.8953174,127.2064376
PBT_M30,37.167856,127.068553
PBT_M31,37.5693571,126.8453188
PBT_M46,37.5413179,127.1018748
PBT_M50,37.4496913,126.6581419
PBT_M51,34.7918033,126.3651007
PBT_M64,37.6329425,126.9306945
PBT_M71,37.7361774,127.1121173
PBT_M76,35.8690768,128.5841863
PBT_M82,37.8099397,127.0703008
PBT_M85,37.6046784,127.0832703
PBT_M94,36.659193,127.4580639
PBT_M96,36.526474,127.3825982
PBT_M97,37.7131048,126.7233818
PBT_N02,37.2399053,127.0760648
PBT_N03,35.9764757,126.700041
PBT_N07,37.4956901,127.1298641
PBT_N14,34.9292155,127.4898912
PBT_N15,34.7539422,127.7149472
PBT_N17,35.245595,128.691953
PBT_N19,35.2035861,128.7006319
PBT_N24,37.581674,126.6730495
PBT_006,37.4855432,127.0565679
PBT_036,37.5328552,126.8943005
PBT_079,37.5425859,126.9679135
PBT_300,37.5205396,126.8839277
PBT_326,36.3634576,127.3720444
PBT_374,36.8151987,127.1554871
PBT_377,36.4848454,127.1572228
PBT_452,35.1392067,126.8615456
PBT_506,35.2449058,128.9112513
PBT_529,35.6895918,127.9026462
PBT_565,36.7990613,127.0758240
PBT_622,37.2488081,127.0171115
PBT_652,37.562595,126.909115
PBT_688,37.2741036,127.0255739
PBT_852,37.6710977,126.7781632
PBT_911,33.5052363,126.5213935
PBT_915,37.5063826000000,127.0608106000000
PBT_923,37.5600734,127.1610056
PBT_928,37.4789785,126.9172664
PBT_930,37.5355667,127.0744267
PBT_940,37.4731731,126.9693549
PBT_945,37.4724035,127.0439468
PBT_951,37.546450,126.933722
PBT_981,37.6611432,127.0777320
PBT_985,37.3991461,126.9151307
PBT_B25,37.768629,128.872474
PBT_C03,37.4472559,126.8875376
PBT_D50,36.6453646,127.4923185
PBT_D53,36.3942466,127.3103002
PBT_D55,36.3555382,127.4005362
PBT_E61,35.9433936,126.9587180
PBT_E80,35.9461428,126.6802087
PBT_F43,34.7727111,127.6985758
PBT_F80,36.3858592000000,127.3221888000000
PBT_H43,37.2759003000000,127.0499092000000
PBT_H48,35.15210512110868,128.09949369468748
PBT_H66,35.8946608000000,128.6220408000000
PBT_H86,36.463599,127.209308
PBT_H92,37.718975,127.191036
PBT_K26,37.6410911000000,127.0714490000000
PBT_L01,35.8659015000000,127.1283935000000
PBT_M13,37.7079429447178,126.755754942595
PBT_M20,37.1718143039338,127.111399029672
PBT_M26,37.509189322642946,127.12189160000126
PBT_M60,36.9694293,127.8711777
PBT_M98,35.24771133048429,128.690745497727
PBT_N10,37.5083995194679,127.120469638696
PBT_N16,37.2805111,127.1646602
PBT_N25,36.7688176358136,126.466851188534
PBT_N26,37.3931087856781,126.619598134139
PBT_N31,36.9655694197014,127.940494833628
PBT_N34,35.175765,126.8154098
PBT_N37,34.8957966,128.6980187
PBT_N43,36.087092,129.4095845
PBT_N48,37.6211119,126.7091329
PBT_N54,37.6451285,126.6900216
PBT_N55,37.6850772,127.0504591
PBT_N60,37.5962279,127.1039842
PBT_N62,37.3551711,126.920084
PBT_117,35.1531024,129.0644832
PBT_352,36.6194467,127.4363492
PBT_421,35.1771379,126.8110111
PBT_491,35.2051456,128.8029932
PBT_944,37.4729554000000,127.0431144000000
PBT_973,37.4937641,127.0247877
PBT_C54,37.4991685,126.7610402
PBT_C58,37.2828770,126.9932952
PBT_D31,35.8483543,128.5485614
PBT_D86,35.1256374,126.8561011
PBT_E28,35.9104303,128.8089504
PBT_M23,37.643325,126.924470
PBT_M91,37.1887678,127.1266152
PBT_M99,36.48650693022138,127.248993586023
PBT_N08,34.909141,126.434818
PBT_N21,35.23622292,128.659509
PBT_N33,36.4511842,127.1269823
PBT_N35,37.3665339,127.1157395
PBT_N56,35.1994962,129.0516155
PBT_N64,37.71407,126.9058183
PBT_N69,37.2265445,126.9507695
PBT_N71,37.4205472,126.6685872
PBT_058,37.5306914,127.0859143
PBT_764,36.9916850,127.1178386
PBT_785,37.6317301,127.0105721
PBT_A51,36.0865861,129.4096799
PBT_C70,37.5884337000000,126.6695697000000
PBT_H28,37.7467685000000,128.8546970000000
PBT_M93,33.477954321420086,126.47478447508213
PBT_N61,37.5545066,126.8706748
PBT_405,35.0503632,126.7193419
PBT_B17,35.5708850,129.3389663
PBT_E46,36.8598065,127.1580917
PBT_N63,37.3492026,127.1095184
